# n = 4.9 U  = 19.0 J = 4.750 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       88.326000        4.899475        0.550262      364.922372
       2       85.569000        4.899597        0.480743      368.386577
       3       85.537000        4.899353        0.443512      368.678410
       4       85.543000        4.899109        0.419220      368.784631
       5       85.533000        4.899353        0.403717      368.879064
       6       85.538000        4.899109        0.393341      368.932723
       7       85.531000        4.899841        0.386871      369.013674
       8       85.557000        4.899109        0.383087      369.030316
       9       85.544000        4.899109        0.379913      368.986975
      10       85.543000        4.899536        0.378662      369.034083
      11       85.552000        4.899048        0.377441      369.029854
      12       85.546000        4.899048        0.376221      368.996773
      13       85.547000        4.899780        0.374634      369.064092
      14       85.557000        4.899536        0.372803      369.106207
      15       85.551000        4.899048        0.369629      369.052000
      16       85.541000        4.899292        0.366821      369.046376
      17       85.543000        4.899048        0.363281      369.054720
      18       85.544000        4.899048        0.360840      369.048848
      19       85.542000        4.899292        0.357544      369.078482
      20       85.545000        4.899048        0.355225      369.088411
      21       85.543000        4.899048        0.352783      369.077497
      22       85.545000        4.899292        0.349976      369.107636
      23       85.551000        4.899048        0.345947      369.114809
      24       85.554000        4.899536        0.343018      369.152287
      25       85.556000        4.899536        0.339355      369.200280
      26       85.554000        4.899780        0.335327      369.233868
      27       85.558000        4.899292        0.329468      369.224274
      28       85.549000        4.899902        0.323792      369.258444
      29       85.552000        4.899902        0.316956      369.324124
      30       85.557000        4.899170        0.311707      369.283929
      31       85.548000        4.899902        0.304993      369.306500
      32       85.561000        4.900146        0.298767      369.404439
      33       85.566000        4.899414        0.292297      369.379545
      34       85.549000        4.899414        0.285706      369.341405
      35       85.551000        4.899658        0.277771      369.380839
      36       85.560000        4.899414        0.270325      369.400538
      37       85.563000        4.899170        0.263611      369.380024
      38       85.562000        4.899414        0.257629      369.399469
      39       85.571000        4.899658        0.251160      369.454197
      40       85.573000        4.899658        0.244324      369.489642
      41       85.577000        4.900146        0.236511      369.546678
      42       85.595000        4.899170        0.230896      369.519795
      43       85.581000        4.899414        0.224915      369.476964
      44       85.592000        4.899902        0.218079      369.551084
      45       85.600000        4.899170        0.211121      369.540190
      46       85.596000        4.899170        0.206238      369.498409
      47       85.602000        4.899658        0.199890      369.549164
      48       85.620000        4.899414        0.195129      369.578930
      49       85.622000        4.899902        0.189758      369.610197
      50       85.631000        4.899170        0.184998      369.595584
      51       85.627000        4.900635        0.179382      369.673076
      52       85.657000        4.899048        0.171265      369.660012
      53       85.641000        4.899048        0.163452      369.550126
      54       85.656000        4.899292        0.156494      369.583578
      55       85.670000        4.899780        0.149414      369.654729
      56       85.685000        4.899292        0.141846      369.660615
      57       85.674000        4.899292        0.134766      369.633832
      58       85.683000        4.899292        0.126221      369.642896
      59       85.694000        4.899536        0.119263      369.673250
      60       85.693000        4.900269        0.112549      369.763551
      61       85.710000        4.899292        0.105225      369.743780
      62       85.706000        4.900269        0.099854      369.758595
      63       85.719000        4.899536        0.094849      369.777734
      64       85.713000        4.899292        0.089600      369.704296
      65       85.712000        4.899048        0.084595      369.668948
      66       85.710000        4.899292        0.077881      369.674405
      67       85.715000        4.899048        0.072388      369.677385
      68       85.710000        4.899292        0.068604      369.683619
      69       85.716000        4.900757        0.065430      369.830715
      70       85.743000        4.899292        0.062500      369.820684
      71       85.726000        4.899536        0.058960      369.729623
      72       85.737000        4.899292        0.054443      369.729758
      73       85.728000        4.899780        0.049561      369.754665
      74       85.726000        4.899292        0.046875      369.753062
      75       85.715000        4.899292        0.043457      369.716603
      76       85.721000        4.899048        0.040894      369.697105
      77       85.719000        4.899536        0.038208      369.720747
      78       85.726000        4.899536        0.035767      369.759743
      79       85.729000        4.899048        0.033081      369.718707
      80       85.724000        4.899292        0.031006      369.702039
      81       85.728000        4.899536        0.029175      369.742977
      82       85.740000        4.900269        0.027832      369.824867
      83       85.748000        4.899292        0.025879      369.798389
      84       85.730000        4.899048        0.024292      369.702284
      85       85.725000        4.899048        0.023071      369.683739
      86       85.726000        4.899292        0.022217      369.705248
      87       85.729000        4.899780        0.021973      369.766300
      88       85.738000        4.899292        0.021240      369.762513
      89       85.731000        4.899292        0.020264      369.724438
      90       85.731000        4.899292        0.018799      369.725044
      91       85.728000        4.899292        0.016357      369.724665
      92       85.735000        4.899780        0.015625      369.767760
      93       85.743000        4.899292        0.014893      369.763600
      94       85.735000        4.899780        0.014160      369.767758
      95       85.740000        4.899536        0.013794      369.784520
      96       85.736000        4.899780        0.013184      369.786911
      97       85.739000        4.899292        0.012451      369.763601
      98       85.727000        4.899292        0.011963      369.726092
      99       85.728000        4.899780        0.011719      369.768006
